id,codigo,nombre
"2797","06609035",Inocencio Sosa
"2799","06609050",Magdala
"2800","06609060",Mones Cazón
"2402","06014040",Vásquez
"2801","06609070",Nueva Plata
"2803","06609090",San Bernardo
"2804","06616010",Bocayuva
"2805","06616020",De Bary
"2807","06623010",Acevedo
"2808","06623020",Fontezuela
"2809","06623030",Guerrico
"2810","06623040",Juan A. de la Peña
"2811","06623050",Juan Anchorena
"2812","06623060",La Violeta
"2813","06623070",Manuel Ocampo
"2814","06623080",Mariano Benítez
"2815","06623090",Mariano H. Alfonzo
"2817","06623110",Pinzón
"2818","06623120",Rancagua
"3370","14098040",Alpa Corral
"4148","38014055",Loteo San Vicente
"2540","06203070",San José
"3394","14098280",Tosquitas
"3392","14098260",Santa Catalina Holmberg
"3421","14105230",Pueblo Comechingones
"3417","14105190",Montecristo
"2819","06623130",Villa Angélica
"2820","06623140",Villa San José
"2821","06630010",Casalins
"2826","06651010",Azopardo
"2827","06651020",Bordenave
"2829","06651040",17 de Agosto
"2830","06651050",Estela
"2831","06651060",Felipe Solá
"2832","06651070",López Lecube
"2842","06665010",El Paraíso
"2843","06665020",Las Bahamas
"2846","06665050",Villa General Savio
"2689","06462020",El Dorado
"2850","06679020",Fortín Olavarría
"2851","06679030",González Moreno
"2861","06686050",Roberto Cano
"2863","06686070",Sol de Mayo
"2864","06686080",Villa Manuel Pomar
"2865","06693010",Carlos Beguerie
"2867","06700010",Arroyo Corto
"2868","06700020",Colonia San Martín
"2869","06700030",Dufaur
"2870","06700040",Espartillar
"2871","06700050",Goyena
"2872","06700055",Las Encadenadas
"2875","06707010",Álvarez de Toledo
"2876","06707030",Cazón
"2877","06707040",Del Carril
"2878","06707050",Polvaredas
"2880","06714010",Arroyo Dulce
"2881","06714020",Berdier
"2882","06714030",Gahan
"2883","06714040",Inés Indart
"2884","06714050",La Invencible
"2886","06721010",Quenumá
"2888","06728010",Azcuénaga
"2889","06728020",Cucullú
"2890","06728030",Franklin
"2924","06798010",Crotto
"2926","06798030",Velloso
"2929","06819010",Chasicó
"2930","06819020",Saldungaray
"2933","06819050",Tres Picos
"2934","06819060",La Gruta
